Date,Time (in CET),Product,Contract Type,Contract Period,Options Type,Options Strike,Price,Volume (Lots),Volume (MWh)
2021年3月17日,10:12:53 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7.15,5,"3,720"
2021年3月18日,8:01:12 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.63,5,"3,600"
2021年3月18日,8:01:12 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.63,5,"3,600"
2021年3月18日,8:13:28 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7,5,"3,720"
2021年3月18日,8:22:45 AM,Tokyo Area Base Future,Month,Mar-21,-,-,7,5,"3,720"
2021年3月19日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,9.85,2,"4,416"
2021年3月19日,8:19:14 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,8.75,5,"11,040"
2021年3月19日,8:24:11 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.6,5,"3,600"
2021年3月22日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,10.15,10,"22,080"
2021年3月22日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,10.4,5,"11,040"
2021年3月22日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,10.5,5,"11,040"
2021年3月22日,9:39:41 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,10.55,5,"11,040"
2021年3月22日,10:57:41 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.52,5,"10,920"
2021年3月23日,10:33:08 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.55,5,"10,920"
2021年3月24日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.5,15,"32,760"
2021年3月24日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.5,5,"10,920"
2021年3月24日,8:03:21 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.5,5,"10,920"
2021年3月24日,8:05:31 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,10.2,3,"6,624"
2021年3月24日,9:37:14 AM,Tokyo Area Base Future,Month,May-21,-,-,7.1,15,"11,160"
2021年3月25日,8:51:45 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.15,5,"3,600"
2021年3月26日,8:01:11 AM,Tokyo Area Base Future,Month,Mar-21,-,-,6.95,1,744
2021年3月26日,8:01:11 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.35,5,"3,600"
2021年3月26日,8:37:19 AM,Tokyo Area Base Future,Quarter,Q2 2021,-,-,7.7,5,"10,920"
2021年3月29日,9:01:07 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.43,5,"3,600"
2021年3月30日,8:01:11 AM,Tokyo Area Peak Future,Month,Apr-21,-,-,7.45,8,"2,016"
2021年3月30日,8:01:11 AM,Tokyo Area Base Future,Month,Apr-21,-,-,7.05,7,"5,040"
2021年3月30日,8:03:05 AM,Kansai Area Base Future,Month,Apr-21,-,-,6.3,6,"4,320"
2021年3月30日,8:05:38 AM,Kansai Area Peak Future,Month,Apr-21,-,-,6.8,6,"1,512"
2021年3月30日,9:31:24 AM,Kansai Area Base Future,Month,Apr-21,-,-,6.3,2,"1,440"
2021年3月30日,9:40:07 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.15,5,"3,600"
2021年3月30日,9:40:37 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.15,5,"3,600"
2021年3月30日,9:50:35 AM,Tokyo Area Base Future,Month,Apr-21,-,-,6.97,2,"1,440"
2021年3月30日,10:33:03 AM,Kansai Area Base Future,Month,Apr-21,-,-,6.3,7,"5,040"
2021年3月30日,10:33:30 AM,Tokyo Area Base Future,Month,Apr-21,-,-,6.97,5,"3,600"
2021年3月30日,10:34:24 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,8.9,5,"11,040"
2021年3月30日,10:36:15 AM,Tokyo Area Base Future,Month,Apr-21,-,-,6.97,5,"3,600"
2021年3月31日,9:37:00 AM,Tokyo Area Base Future,Month,Apr-21,-,-,6.77,5,"3,600"
2021年3月31日,9:55:27 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,9.52,5,"10,800"
2021年3月31日,10:37:01 AM,Kansai Area Peak Future,Month,Apr-21,-,-,6.2,3,756
2021年3月31日,10:37:55 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.1,5,"3,600"
2021年3月31日,11:35:37 AM,Tokyo Area Peak Future,Month,Jun-21,-,-,9.75,5,"1,320"
2021年4月1日,8:10:34 AM,Tokyo Area Base Future,Month,Apr-21,-,-,6.67,5,"3,600"
2021年4月1日,8:11:10 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.9,5,"3,600"
2021年4月1日,8:11:13 AM,Tokyo Area Base Future,Month,May-21,-,-,6.9,5,"3,720"
2021年4月1日,8:11:16 AM,Tokyo Area Base Future,Month,Apr-21,-,-,6.65,5,"3,600"
2021年4月1日,9:50:53 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.05,3,"6,624"
2021年4月1日,9:51:48 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,9.65,3,"6,480"
2021年4月1日,9:52:48 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,9.65,5,"10,800"
2021年4月1日,9:59:41 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,10.4,3,"6,624"
2021年4月1日,10:04:41 AM,Tokyo Area Base Future,Month,Apr-21,-,-,6.65,3,"2,160"
2021年4月1日,10:25:19 AM,Kansai Area Base Future,Month,May-21,-,-,5.95,7,"5,208"
2021年4月1日,10:27:05 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8,5,"3,600"
2021年4月6日,8:01:11 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.9,5,"3,600"
2021年4月6日,10:54:24 AM,Tokyo Area Base Future,Month,May-21,-,-,6.95,5,"3,720"
2021年4月6日,10:55:27 AM,Tokyo Area Base Future,Month,May-21,-,-,6.95,5,"3,720"
2021年4月6日,10:59:06 AM,Tokyo Area Base Future,Month,May-21,-,-,6.9,5,"3,720"
2021年4月6日,11:04:23 AM,Tokyo Area Base Future,Month,May-21,-,-,6.95,5,"3,720"
2021年4月7日,8:05:37 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,10.5,5,"11,040"
2021年4月7日,8:05:40 AM,Tokyo Area Base Future,Month,Apr-21,-,-,6.55,5,"3,600"
2021年4月7日,8:05:43 AM,Tokyo Area Base Future,Month,Apr-21,-,-,6.6,5,"3,600"
2021年4月7日,9:15:35 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,10.35,5,"10,800"
2021年4月8日,8:08:27 AM,Tokyo Area Base Future,Month,May-21,-,-,6.95,3,"2,232"
2021年4月8日,9:14:58 AM,Kansai Area Peak Future,Month,May-21,-,-,5.92,5,"1,080"
2021年4月8日,9:17:17 AM,Tokyo Area Base Future,Month,May-21,-,-,7.1,10,"7,440"
2021年4月8日,9:18:01 AM,Tokyo Area Base Future,Month,May-21,-,-,7.1,5,"3,720"
2021年4月8日,9:25:32 AM,Tokyo Area Base Future,Month,May-21,-,-,7,2,"1,488"
2021年4月8日,9:28:33 AM,Tokyo Area Base Future,Month,May-21,-,-,7.1,5,"3,720"
2021年4月12日,8:15:03 AM,Tokyo Area Base Future,Week,2021W16,-,-,7.8,5,840
2021年4月12日,9:39:41 AM,Tokyo Area Base Future,Month,May-21,-,-,7.3,3,"2,232"
2021年4月12日,9:47:14 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.1,10,"22,080"
2021年4月12日,10:11:35 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,11,10,"21,600"
2021年4月12日,10:13:51 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.1,5,"11,040"
2021年4月14日,8:22:27 AM,Tokyo Area Base Future,Month,May-21,-,-,7.45,10,"7,440"
2021年4月14日,8:24:32 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.4,7,"15,456"
2021年4月14日,8:25:41 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,12,10,"21,600"
2021年4月14日,8:26:29 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,12,5,"10,800"
2021年4月14日,8:27:21 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.4,3,"6,624"
2021年4月14日,9:00:53 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,12,3,"6,480"
2021年4月14日,9:16:51 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.2,10,"22,080"
2021年4月14日,10:31:17 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.1,1,720
2021年4月15日,11:18:30 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.2,5,"11,040"
2021年4月15日,11:47:22 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.25,5,"3,600"
2021年4月15日,11:54:17 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.2,5,"11,040"
2021年4月16日,9:04:08 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.17,5,"3,600"
2021年4月21日,9:41:12 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.2,3,"2,160"
2021年4月21日,10:03:01 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.2,5,"3,600"
2021年4月21日,10:13:04 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.2,2,"1,440"
2021年4月21日,10:13:52 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.2,5,"3,600"
2021年4月22日,10:14:34 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.3,5,"3,600"
2021年4月23日,10:39:11 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.4,1,"2,208"
2021年4月23日,10:40:42 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.4,5,"11,040"
2021年4月26日,8:01:11 AM,Tokyo Area Base Future,Month,May-21,-,-,7.3,5,"3,720"
2021年4月26日,11:06:30 AM,Tokyo Area Base Future,Month,May-21,-,-,7.3,5,"3,720"
2021年4月26日,11:18:39 AM,Tokyo Area Base Future,Week,2021W18,-,-,6.75,5,840
2021年4月26日,11:20:40 AM,Tokyo Area Base Future,Week,2021W18,-,-,6.75,5,840
2021年4月26日,11:25:11 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.5,3,"2,160"
2021年4月27日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.9,5,"11,040"
2021年4月27日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.9,5,"11,040"
2021年4月27日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.9,5,"11,040"
2021年4月27日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.9,5,"11,040"
2021年4月27日,8:01:11 AM,Tokyo Area Base Future,Month,May-21,-,-,7.55,10,"7,440"
2021年4月27日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12,2,"4,416"
2021年4月27日,8:46:32 AM,Tokyo Area Base Future,Week,2021W20,-,-,8,5,840
2021年4月27日,8:46:33 AM,Tokyo Area Base Future,Week,2021W19,-,-,7.75,5,840
2021年4月27日,8:49:05 AM,Tokyo Area Base Future,Week,2021W21,-,-,8.25,5,840
2021年4月27日,8:51:10 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.75,5,"3,600"
2021年4月27日,10:17:02 AM,Tokyo Area Base Future,Month,May-21,-,-,7.65,5,"3,720"
2021年4月27日,10:18:59 AM,Tokyo Area Base Future,Month,May-21,-,-,7.65,5,"3,720"
2021年4月27日,10:32:43 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,12.1,5,"10,800"
2021年4月27日,10:34:25 AM,Tokyo Area Base Future,Month,May-21,-,-,7.65,1,744
2021年4月27日,10:44:30 AM,Tokyo Area Base Future,Week,2021W19,-,-,7.9,10,"1,680"
2021年4月28日,8:50:55 AM,Tokyo Area Base Future,Season,Win 2021,-,-,11,5,"21,840"
2021年4月28日,10:18:34 AM,Tokyo Area Base Future,Week,2021W18,-,-,7.4,5,840
2021年4月28日,11:15:37 AM,Tokyo Area Base Future,Month,May-21,-,-,8.1,3,"2,232"
2021年5月6日,10:39:06 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.9,5,"3,600"
2021年5月7日,9:48:29 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.95,5,"3,600"
2021年5月7日,10:01:29 AM,Tokyo Area Base Future,Week,2021W20,-,-,7.9,5,840
2021年5月7日,10:20:35 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.1,5,"11,040"
2021年5月7日,10:39:27 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.15,5,"11,040"
2021年5月7日,11:27:37 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.15,3,"6,624"
2021年5月10日,9:42:07 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.2,2,"4,416"
2021年5月12日,8:01:11 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.3,5,"3,600"
2021年5月12日,8:05:31 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.2,5,"3,600"
2021年5月12日,8:30:47 AM,Tokyo Area Base Future,Week,2021W20,-,-,8.2,10,"1,680"
2021年5月12日,10:28:02 AM,Tokyo Area Base Future,Month,Jul-21,-,-,12,10,"7,440"
2021年5月13日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.2,5,"11,040"
2021年5月13日,8:42:21 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.2,15,"33,120"
2021年5月14日,10:46:38 AM,Tokyo Area Base Future,Season,Win 2021,-,-,10.75,5,"21,840"
2021年5月14日,10:47:28 AM,Tokyo Area Base Future,Season,Win 2021,-,-,10.75,5,"21,840"
2021年5月17日,10:19:26 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.4,5,"3,600"
2021年5月18日,8:02:00 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.35,5,"3,600"
2021年5月18日,8:02:02 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.3,5,"3,600"
2021年5月18日,8:34:54 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12,4,"8,832"
2021年5月19日,8:31:02 AM,Kansai Area Base Future,Month,May-21,-,-,7.7,5,"3,720"
2021年5月19日,10:07:44 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.9,5,"11,040"
2021年5月20日,8:01:11 AM,Tokyo Area Base Future,Month,May-21,-,-,7.53,2,"1,488"
2021年5月20日,8:01:11 AM,Tokyo Area Base Future,Month,May-21,-,-,7.53,3,"2,232"
2021年5月20日,10:54:09 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.95,6,"13,248"
2021年5月20日,10:59:15 AM,Tokyo Area Base Future,Month,Aug-21,-,-,13.2,2,"1,488"
2021年5月20日,11:16:33 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.5,5,"3,600"
2021年5月21日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.55,10,"22,080"
2021年5月21日,8:01:11 AM,Tokyo Area Base Future,Season,Win 2021,-,-,11.2,5,"21,840"
2021年5月21日,11:03:38 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.5,5,"3,600"
2021年5月21日,11:03:38 AM,Kansai Area Base Future,Month,Jun-21,-,-,8.07,5,"3,600"
2021年5月21日,11:05:06 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.5,2,"1,440"
2021年5月21日,11:05:07 AM,Kansai Area Base Future,Month,Jun-21,-,-,8.07,2,"1,440"
2021年5月25日,9:35:06 AM,Tokyo Area Base Future,Month,Jul-21,-,-,12.1,10,"7,440"
2021年5月25日,9:39:11 AM,Tokyo Area Base Future,Month,Jul-21,-,-,12.1,5,"3,720"
2021年5月25日,9:57:29 AM,Tokyo Area Base Future,Month,Jul-21,-,-,12.1,5,"3,720"
2021年5月25日,11:36:30 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.7,5,"11,040"
2021年5月26日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.55,10,"22,080"
2021年5月27日,8:01:11 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.67,2,"1,440"
2021年5月27日,8:01:37 AM,Kansai Area Base Future,Week,2021W23,-,-,8.55,10,"1,680"
2021年5月27日,10:12:49 AM,Tokyo Area Peak Future,Quarter,Q3 2021,-,-,15.75,5,"3,720"
2021年5月27日,10:30:56 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.8,5,"3,600"
2021年5月27日,11:08:27 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,14,5,"10,800"
2021年5月27日,11:15:17 AM,Tokyo Area Peak Future,Month,Jun-21,-,-,9.85,5,"1,320"
2021年5月28日,9:29:40 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.5,10,"22,080"
2021年5月28日,10:46:07 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.56,5,"11,040"
2021年5月28日,10:48:26 AM,Tokyo Area Base Future,Quarter,Q1 2022,-,-,14.34,5,"10,800"
2021年5月28日,10:56:18 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.78,2,"1,440"
2021年5月28日,11:27:37 AM,Kansai Area Peak Future,Month,Jun-21,-,-,9.8,5,"1,320"
2021年5月31日,8:18:00 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.5,2,"4,416"
2021年5月31日,9:19:29 AM,Tokyo Area Base Future,Month,Jul-21,-,-,12.3,1,744
2021年5月31日,10:16:58 AM,Kansai Area Base Future,Month,Jun-21,-,-,8.25,5,"3,600"
2021年5月31日,10:19:58 AM,Kansai Area Base Future,Month,Jun-21,-,-,8.3,5,"3,600"
2021年5月31日,10:23:29 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.55,2,"4,416"
2021年6月1日,10:36:23 AM,Tokyo Area Base Future,Month,Jun-21,-,-,8.2,5,"3,600"
2021年6月2日,10:14:00 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.55,5,"11,040"
2021年6月3日,8:01:11 AM,Kansai Area Base Future,Month,Jul-21,-,-,11.75,5,"3,720"
2021年6月7日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.6,5,"11,040"
2021年6月7日,8:48:51 AM,Kansai Area Base Future,Month,Jun-21,-,-,8.15,5,"3,600"
2021年6月7日,9:10:50 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.7,8,"17,664"
2021年6月7日,10:08:01 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.65,3,"6,624"
2021年6月8日,10:59:57 AM,Tokyo Area Base Future,Month,Aug-21,-,-,14.1,6,"4,464"
2021年6月9日,10:38:21 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.7,1,"2,208"
2021年6月10日,8:01:11 AM,Tokyo Area Base Future,Month,Sep-21,-,-,10.75,5,"3,600"
2021年6月10日,8:01:11 AM,Tokyo Area Base Future,Week,2021W24,-,-,8,10,"1,680"
2021年6月10日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.75,5,"11,040"
2021年6月10日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.75,5,"11,040"
2021年6月10日,9:10:32 AM,Kansai Area Base Future,Quarter,Q3 2021,-,-,11.85,11,"24,288"
2021年6月10日,10:43:58 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.8,5,"11,040"
2021年6月11日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.87,2,"4,416"
2021年6月14日,8:04:33 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,9.85,3,"6,624"
2021年6月14日,8:24:46 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,19,5,"1,260"
2021年6月14日,8:31:55 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,19,5,"1,260"
2021年6月14日,10:52:04 AM,Tokyo Area Base Future,Month,Jul-21,-,-,11.3,3,"2,232"
2021年6月15日,8:54:58 AM,Tokyo Area Base Future,Month,Jul-21,-,-,11.25,5,"3,720"
2021年6月15日,9:02:37 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.3,5,"11,040"
2021年6月15日,9:05:22 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.3,5,"11,040"
2021年6月15日,9:18:32 AM,Tokyo Area Base Future,Month,Jul-21,-,-,11.35,5,"3,720"
2021年6月15日,9:21:11 AM,Tokyo Area Base Future,Month,Sep-21,-,-,10.5,5,"3,600"
2021年6月15日,9:22:38 AM,Tokyo Area Base Future,Month,Jul-21,-,-,11.35,5,"3,720"
2021年6月15日,10:12:59 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.4,5,"3,600"
2021年6月15日,10:19:40 AM,Tokyo Area Base Future,Month,Jul-21,-,-,11.4,10,"7,440"
2021年6月15日,10:29:19 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,12.3,2,"4,416"
2021年6月16日,8:01:11 AM,Tokyo Area Base Future,Month,Aug-21,-,-,14.9,10,"7,440"
2021年6月16日,11:21:35 AM,Tokyo Area Base Future,Month,Aug-21,-,-,15,5,"3,720"
2021年6月16日,11:35:51 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,18.8,4,"1,008"
2021年6月16日,11:36:45 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,18.8,1,252
2021年6月16日,11:37:30 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,18.75,1,252
2021年6月17日,8:39:53 AM,Tokyo Area Base Future,Month,Jun-21,-,-,7.27,5,"3,600"
2021年6月17日,10:00:02 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,18.8,1,252
2021年6月17日,10:01:58 AM,Tokyo Area Base Future,Month,Sep-21,-,-,10.75,5,"3,600"
2021年6月18日,11:12:25 AM,Tokyo Area Base Future,Month,Sep-21,-,-,10.8,5,"3,600"
2021年6月21日,8:01:11 AM,Tokyo Area Base Future,Week,2021W26,-,-,8,10,"1,680"
2021年6月22日,8:01:11 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.95,5,"11,040"
2021年6月22日,8:11:16 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.95,5,"11,040"
2021年6月22日,9:48:46 AM,Tokyo Area Base Future,Month,Jul-21,-,-,10.9,5,"3,720"
2021年6月22日,10:42:23 AM,Tokyo Area Base Future,Month,Sep-21,-,-,10.7,5,"3,600"
2021年6月22日,11:40:39 AM,Tokyo Area Base Future,Month,Sep-21,-,-,10.75,5,"3,600"
2021年6月23日,10:16:27 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.8,5,"11,040"
2021年6月23日,10:20:38 AM,Tokyo Area Base Future,Week,2021W26,-,-,7.75,5,840
2021年6月23日,10:24:53 AM,Tokyo Area Base Future,Quarter,Q3 2021,-,-,11.81,5,"11,040"
2021年6月23日,10:33:26 AM,Tokyo Area Base Future,Month,Jul-21,-,-,10.5,5,"3,720"
2021年6月23日,10:36:45 AM,Tokyo Area Base Future,Week,2021W26,-,-,7.7,5,840
2021年6月23日,10:36:50 AM,Tokyo Area Base Future,Month,Sep-21,-,-,10.6,2,"1,440"
2021年6月23日,10:38:56 AM,Tokyo Area Base Future,Month,Sep-21,-,-,10.6,5,"3,600"
2021年6月23日,11:28:46 AM,Tokyo Area Base Future,Month,Sep-21,-,-,10.6,5,"3,600"
2021年6月24日,8:01:11 AM,Kansai Area Base Future,Quarter,Q3 2021,-,-,11.35,2,"4,416"
2021年6月24日,8:28:46 AM,Tokyo Area Base Future,Month,Nov-21,-,-,9.65,2,"1,440"
2021年6月24日,8:59:23 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,19.15,10,"2,520"
2021年6月24日,9:58:02 AM,Tokyo Area Base Future,Month,Jul-21,-,-,10.5,10,"7,440"
2021年6月24日,11:17:32 AM,Tokyo Area Base Future,Month,Sep-21,-,-,10.7,5,"3,600"
2021年6月24日,11:19:40 AM,Tokyo Area Base Future,Month,Jul-21,-,-,10.4,5,"3,720"
2021年6月24日,11:19:49 AM,Tokyo Area Base Future,Month,Sep-21,-,-,10.8,5,"3,600"
2021年6月24日,11:23:08 AM,Tokyo Area Base Future,Month,Jul-21,-,-,10.4,5,"3,720"
2021年6月25日,8:01:11 AM,Tokyo Area Peak Future,Month,Jul-21,-,-,14,1,252
2021年6月25日,8:10:03 AM,Tokyo Area Peak Future,Month,Jul-21,-,-,13.8,2,504
2021年6月25日,9:03:07 AM,Tokyo Area Peak Future,Month,Jul-21,-,-,13.75,3,756
2021年6月25日,9:04:57 AM,Kansai Area Base Future,Month,Aug-21,-,-,14.08,6,"4,464"
2021年6月25日,10:08:37 AM,Tokyo Area Peak Future,Month,Jul-21,-,-,13.5,5,"1,260"
2021年6月25日,10:19:05 AM,Tokyo Area Peak Future,Month,Jul-21,-,-,13.3,2,504
2021年6月28日,8:01:11 AM,Kansai Area Base Future,Month,Aug-21,-,-,14.2,5,"3,720"
2021年6月28日,8:01:11 AM,Kansai Area Base Future,Month,Aug-21,-,-,14.3,8,"5,952"
2021年6月28日,8:53:52 AM,Tokyo Area Base Future,Month,Jul-21,-,-,10.3,5,"3,720"
2021年6月28日,10:29:32 AM,Tokyo Area Base Future,Month,Jul-21,-,-,10.27,10,"7,440"
2021年6月28日,10:37:42 AM,Kansai Area Base Future,Month,Jul-21,-,-,10.7,10,"7,440"
2021年6月28日,11:05:43 AM,Tokyo Area Peak Future,Month,Jul-21,-,-,13.9,5,"1,260"
2021年6月28日,11:09:42 AM,Tokyo Area Peak Future,Month,Jul-21,-,-,13.9,3,756
2021年6月29日,8:01:11 AM,Tokyo Area Base Future,Week,2021W28,-,-,10.5,5,840
2021年6月29日,8:01:11 AM,Tokyo Area Base Future,Week,2021W28,-,-,10.69,5,840
2021年6月30日,9:47:05 AM,Tokyo Area Base Future,Month,Aug-21,-,-,14.4,5,"3,720"
2021年6月30日,9:54:27 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,19.15,5,"1,260"
2021年6月30日,10:25:11 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,19.15,5,"1,260"
2021年7月1日,8:04:15 AM,Tokyo Area Peak Future,Week,2021W28,-,-,13.7,5,300
2021年7月2日,8:01:11 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,19.25,2,504
2021年7月2日,8:57:11 AM,Tokyo Area Base Future,Month,Aug-21,-,-,14.3,3,"2,232"
2021年7月2日,9:54:34 AM,Tokyo Area Peak Future,Week,2021W28,-,-,13.7,5,300
2021年7月2日,11:18:25 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,18.95,2,504
2021年7月2日,11:19:38 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,18.95,3,756
2021年7月5日,10:54:22 AM,Tokyo Area Base Future,Month,Sep-21,-,-,11.1,5,"3,600"
2021年7月5日,11:04:16 AM,Tokyo Area Peak Future,Month,Aug-21,-,-,18.9,4,"1,008"
2021年7月6日,9:05:12 AM,Tokyo Area Base Future,Month,Sep-21,-,-,11.15,5,"3,600"
2021年7月6日,10:10:36 AM,Tokyo Area Base Future,Week,2021W27,-,-,7.6,5,840
2021年7月6日,10:15:33 AM,Tokyo Area Base Future,Month,Oct-21,-,-,9.8,5,"3,720"
2021年7月6日,11:13:56 AM,Tokyo Area Base Future,Quarter,Q4 2021,-,-,11.3,5,"11,040"
